index,raw_dtype,raw_min,raw_max,raw_mean,rgb_min,rgb_max,rgb_mean,rgb_std
60042,uint16,0.0,65535.0,37449.62238919005,0.0,255.0,241.33928571428572,56.38087347508706
75828,uint16,0.0,65535.0,26622.373405612245,0.0,255.0,249.11866230867346,37.479934971164575
80007,uint16,0.0,65535.0,35497.665477519135,0.0,255.0,249.58864795918367,36.30619261788103
34683,uint16,8951.0,63411.0,47227.6660554847,255.0,255.0,255.0,0.0
19063,uint16,0.0,65535.0,34195.82292330995,0.0,255.0,253.33256935586735,19.93555336002042
50156,uint16,0.0,65535.0,29669.947883450255,0.0,255.0,248.74569515306123,38.62008109606002
91132,uint16,0.0,65535.0,27254.286272321428,0.0,255.0,239.29249043367346,60.647855827735754
11360,uint16,0.0,65535.0,32849.32389987245,0.0,255.0,249.83312739158163,35.08981329564352
92522,uint16,0.0,65535.0,30535.34373007015,0.0,255.0,237.26713966836735,61.44096753492068
89315,uint16,0.0,65535.0,34973.3750398597,0.0,255.0,248.77301897321428,38.8377359894758
86732,uint16,0.0,65535.0,30532.34865274235,0.0,255.0,252.87739158163265,22.916023366487433
57748,uint16,0.0,59804.0,33973.52178332271,0.0,255.0,243.21462452168367,52.80147280053136
66494,uint16,0.0,65535.0,31854.37310666454,0.0,255.0,243.49655213647958,51.97957966431697
68355,uint16,5796.0,63437.0,43189.04856903699,255.0,255.0,255.0,0.0
46075,uint16,0.0,65535.0,31349.76094148597,0.0,255.0,250.82280373086735,31.64237265202796
65106,uint16,5790.0,64236.0,36913.030970982145,255.0,255.0,255.0,0.0
2065,uint16,0.0,65393.0,33657.53162866709,0.0,255.0,241.48877949617346,56.55611991917433
70855,uint16,6094.0,63436.0,45635.766063456635,255.0,255.0,255.0,0.0
43975,uint16,0.0,64025.0,16933.173748405614,0.0,255.0,155.41844706632654,123.90286521014062
4293,uint16,0.0,61878.0,37403.24651227678,0.0,255.0,253.76468829719389,17.4991667273401
83654,uint16,0.0,59545.0,31817.30391023597,0.0,255.0,234.15495455994898,65.67345426753502
49865,uint16,0.0,65535.0,34167.69298070791,0.0,255.0,246.41505899234693,45.37227803523702
91906,uint16,0.0,65535.0,34516.361308195155,0.0,255.0,248.94533242984693,38.003133327067744
48897,uint16,6688.0,62488.0,36534.25181361607,255.0,255.0,255.0,0.0
17146,uint16,0.0,61570.0,35524.10829878826,0.0,255.0,254.33643574617346,12.743465734593073
31505,uint16,0.0,62284.0,32480.887655452807,0.0,255.0,246.89351482780611,44.42441289215241
58505,uint16,8921.0,64170.0,48565.08814971301,255.0,255.0,255.0,0.0
1718,uint16,0.0,64470.0,35178.624501753824,0.0,255.0,251.33185188137756,29.85973912367928
28568,uint16,4364.0,65482.0,38983.813755580355,255.0,255.0,255.0,0.0
95046,uint16,0.0,65535.0,33605.31220105229,0.0,255.0,249.88765545280611,34.964893823654045
44933,uint16,0.0,63146.0,32949.24589445153,0.0,255.0,245.11726721938774,47.7034119679767
59906,uint16,0.0,62775.0,37783.015605070155,0.0,255.0,252.5137715242347,23.655313772096644
6081,uint16,0.0,65535.0,37026.69491390306,0.0,255.0,240.89022640306123,57.28268142866502
30025,uint16,0.0,65535.0,32502.353176817604,0.0,255.0,241.3103874362245,56.57613715870101
28157,uint16,0.0,59473.0,34921.40929926658,0.0,255.0,250.07019292091837,34.609672866494876
46882,uint16,0.0,65535.0,27336.29731345663,0.0,255.0,239.9793925382653,59.38845522419913
1707,uint16,0.0,65535.0,41941.75406568877,0.0,255.0,254.14259805484693,13.988570343870645
81559,uint16,0.0,65535.0,29862.031927614797,0.0,255.0,236.42795360331633,65.4411600686292
75791,uint16,3887.0,65535.0,42213.90276227678,255.0,255.0,255.0,0.0
11740,uint16,0.0,63103.0,33487.22265625,0.0,255.0,237.51961096938774,63.82445892739053
73629,uint16,0.0,65535.0,36496.28974011479,0.0,255.0,253.09548389668367,21.515433851697
8501,uint16,0.0,55338.0,28671.019451530614,0.0,255.0,250.0801379145408,34.79926915265299
81792,uint16,0.0,64366.0,26298.127750318876,0.0,255.0,250.60467155612244,32.78807590293092
88512,uint16,0.0,65347.0,34982.9150789222,0.0,255.0,253.39114317602042,19.970316093467204
75988,uint16,0.0,63308.0,31747.095364317604,0.0,255.0,240.9862683354592,57.20639874294259
42475,uint16,0.0,65535.0,35975.69836176658,0.0,255.0,252.28378109056123,25.463333295062636
6205,uint16,0.0,57694.0,37512.991649394135,0.0,255.0,249.77766262755102,35.15675016772124
91819,uint16,0.0,63031.0,33342.851801658166,0.0,255.0,242.00571986607142,55.75426703292578
47775,uint16,0.0,65535.0,32342.361666932396,0.0,255.0,250.4411471619898,33.454488641425584
29476,uint16,0.0,65535.0,36856.75277024873,0.0,255.0,243.51610331632654,52.24470067838479
12180,uint16,0.0,60015.0,33390.61724728954,0.0,255.0,247.29097576530611,43.01432387277004
20471,uint16,0.0,59733.0,32967.207250478314,0.0,255.0,235.06413424744898,67.87250143623386
68455,uint16,0.0,57863.0,33856.272700095666,0.0,255.0,254.45685188137756,10.962313857124528
31478,uint16,0.0,65535.0,30910.733577806124,0.0,255.0,229.02242107780611,73.83280786712635
26720,uint16,0.0,65535.0,36603.49152981505,0.0,255.0,243.5704719387755,51.761095366377965
72245,uint16,0.0,65148.0,35175.56204161352,0.0,255.0,254.12729193239795,13.700633191829446
41489,uint16,0.0,65535.0,35087.0533721301,0.0,255.0,249.46948740433675,36.223204185559716
78392,uint16,0.0,65535.0,28956.795260682396,0.0,255.0,239.80604272959184,59.45042577775483
63155,uint16,0.0,65535.0,34817.1055086097,0.0,255.0,250.55102040816325,32.54724765068141
23413,uint16,0.0,59195.0,35271.33382493623,0.0,255.0,253.3582987882653,19.941150516064713
78959,uint16,0.0,65535.0,31086.78471779337,0.0,255.0,254.62230947066325,9.493371943905114
67249,uint16,12311.0,65535.0,45863.58033721301,255.0,255.0,255.0,0.0
68862,uint16,0.0,65535.0,32356.88944913903,0.0,255.0,243.6927415497449,51.53708325259391
27811,uint16,0.0,65535.0,33950.81965481505,0.0,255.0,244.75069754464286,49.36438033148514
10923,uint16,1687.0,63308.0,29104.803870376276,255.0,255.0,255.0,0.0
41249,uint16,0.0,65535.0,39524.279775191324,0.0,255.0,249.5818718112245,36.44239541804293
92490,uint16,0.0,65535.0,33897.716318558676,0.0,255.0,249.96599968112244,34.682533771702076
63751,uint16,6070.0,63395.0,42110.00890864158,255.0,255.0,255.0,0.0
7738,uint16,0.0,59604.0,34698.08912627551,0.0,255.0,242.34592235331633,55.15936133072042
66434,uint16,0.0,65535.0,34681.54157366072,0.0,255.0,249.82571348852042,34.14767916033492
41439,uint16,0.0,65535.0,28929.189612563776,0.0,255.0,235.12420280612244,67.7843379945687
8366,uint16,0.0,59483.0,35860.03766741072,0.0,255.0,250.38424744897958,33.371933412315414
63022,uint16,0.0,65194.0,37506.880779655614,0.0,255.0,254.7127311862245,8.290034697716674
54808,uint16,0.0,65024.0,32395.09205596301,0.0,255.0,237.5803372130102,63.66913265828046
32001,uint16,0.0,65535.0,27527.824119100766,0.0,255.0,240.35514987244898,58.74460278842328
19193,uint16,0.0,62524.0,33302.24990035076,0.0,255.0,239.06839923469389,61.14324523294558
65257,uint16,0.0,65535.0,27408.383191167093,0.0,255.0,252.80410953443877,22.732887882937494
45350,uint16,0.0,65535.0,32799.057437818876,0.0,255.0,243.9446946747449,51.11472579477292
39711,uint16,0.0,65535.0,39413.57752710459,0.0,255.0,251.74282525510205,27.744500762608848
75043,uint16,2943.0,63135.0,40538.70936304209,255.0,255.0,255.0,0.0
87553,uint16,0.0,65535.0,32715.09113919005,0.0,255.0,243.39419244260205,52.58061493741797
94702,uint16,0.0,62669.0,35653.862543845666,0.0,255.0,244.10220025510205,50.80434343757593
85307,uint16,0.0,65535.0,32001.781389508928,0.0,255.0,250.15041055484693,34.40449507202748
90641,uint16,0.0,65535.0,29736.847476881376,0.0,255.0,245.02455357142858,45.57031986649177
43665,uint16,0.0,65535.0,36035.17173549107,0.0,255.0,246.13430723852042,45.945305958920265
24930,uint16,0.0,65535.0,31844.075573979593,0.0,255.0,250.4923867984694,32.78641367443227
25380,uint16,0.0,65535.0,34209.080556441324,0.0,255.0,243.57224569515307,51.96471030090009
92223,uint16,0.0,65535.0,34715.7685148278,0.0,255.0,234.44471460459184,66.44850690902182
9043,uint16,0.0,63746.0,19644.61088966837,0.0,255.0,178.9081433354592,115.11370418951864
16732,uint16,0.0,65535.0,35465.58952487245,0.0,255.0,248.73292012117346,39.18585926246955
63438,uint16,4496.0,62230.0,34406.873286033166,255.0,255.0,255.0,0.0
73210,uint16,0.0,59782.0,38950.22040417729,0.0,255.0,251.99790736607142,27.154542091070685
10128,uint16,0.0,59087.0,35307.013233418365,0.0,255.0,250.32983896683675,33.5697666420831
81637,uint16,0.0,65535.0,38339.66735092475,0.0,255.0,248.26225685586735,40.08644098890051
19321,uint16,0.0,61864.0,29350.574079241072,0.0,255.0,221.6964485012755,84.91983807344442
47672,uint16,0.0,65535.0,35900.10403380102,0.0,255.0,251.15128746811226,30.360940734341305
31681,uint16,0.0,65535.0,34232.608318718114,0.0,255.0,254.21875,13.88558714829179
54242,uint16,0.0,62320.0,8069.928053252551,0.0,255.0,65.263671875,110.93222174324434
3309,uint16,0.0,58136.0,34302.66474011479,0.0,255.0,241.34532445790816,56.45179039617178
8187,uint16,0.0,58783.0,33669.9039580676,0.0,255.0,252.9688097895408,20.999693546624652
35733,uint16,0.0,65535.0,31711.588069993624,0.0,255.0,250.1161511479592,34.44880037909572
702,uint16,0.0,57177.0,35180.71869021046,0.0,255.0,252.24230707908163,26.150780518336386
80858,uint16,0.0,65535.0,37232.815927933676,0.0,255.0,253.86720742984693,16.612788380795617
67220,uint16,0.0,65535.0,31197.835817920917,0.0,255.0,247.42374840561226,42.13936366171481
64119,uint16,0.0,65535.0,36445.230289381376,0.0,255.0,254.7741151147959,7.552209620454757
16294,uint16,0.0,62791.0,33697.56893734056,0.0,255.0,246.75675621811226,44.37685309116762
91457,uint16,0.0,65535.0,30353.256716358417,0.0,255.0,223.60090481505102,79.35474330734057
91094,uint16,0.0,65535.0,31553.84687898597,0.0,255.0,247.69373804209184,41.800475460625
38343,uint16,0.0,62682.0,35706.2623565051,0.0,255.0,252.0045838647959,27.102359409414188
85634,uint16,0.0,65535.0,31305.47785794005,0.0,255.0,248.4111328125,39.77345207621801
70355,uint16,0.0,65535.0,32208.94036989796,0.0,255.0,244.39865672831633,50.296112307163014
24471,uint16,0.0,49991.0,23298.377132493624,0.0,255.0,251.43020567602042,29.41140532716291
39044,uint16,0.0,65535.0,31042.438616071428,0.0,255.0,252.42791374362244,25.17327121899353
73726,uint16,0.0,65535.0,30786.104372608417,0.0,255.0,250.8957071109694,31.68035345490539
41262,uint16,0.0,63110.0,31940.006417410714,0.0,255.0,251.7840202487245,27.70798567657737
6469,uint16,0.0,62947.0,35709.81455277424,0.0,255.0,251.1813416772959,30.78351798468913
9269,uint16,0.0,55471.0,31070.409777582907,0.0,255.0,246.33812978316325,43.01252415214101
94884,uint16,0.0,65535.0,21975.815130739797,0.0,255.0,177.87276785714286,116.90928417726934
74457,uint16,0.0,65091.0,31252.723453443876,0.0,255.0,249.3642578125,36.87971948027448
38974,uint16,0.0,65535.0,35435.84121890944,0.0,255.0,244.9854113520408,48.53833302475334
21970,uint16,0.0,65535.0,30319.340680803572,0.0,255.0,242.62290736607142,54.287104957199176
85432,uint16,0.0,62352.0,33542.68907445791,0.0,255.0,245.12173150510205,48.57874289726866
73308,uint16,4427.0,63486.0,47007.806919642855,255.0,255.0,255.0,0.0
29213,uint16,7573.0,63187.0,44864.277822066324,255.0,255.0,255.0,0.0
2178,uint16,0.0,59750.0,35318.80488679847,0.0,255.0,249.81509088010205,35.502289448236425
88741,uint16,0.0,65535.0,30661.81570870536,0.0,255.0,244.0972975127551,50.52258848689317
44078,uint16,0.0,65535.0,37860.341318558676,0.0,255.0,243.32106983418367,52.28081629518287
42923,uint16,0.0,65535.0,29614.086615114797,0.0,255.0,248.7808912627551,38.62443373498839
36946,uint16,0.0,65535.0,31139.500478316328,0.0,255.0,239.93100286989795,59.45291965791183
47818,uint16,0.0,65535.0,36894.72235730229,0.0,255.0,247.17679767219389,43.456435508064
21363,uint16,0.0,58307.0,30838.47291533801,0.0,255.0,249.72403140943877,35.39596974804653
57507,uint16,7967.0,63287.0,43420.958027742345,255.0,255.0,255.0,0.0
73465,uint16,0.0,65535.0,34208.13857222576,0.0,255.0,243.78230628188774,51.6222669099131
92737,uint16,0.0,48810.0,22897.793068399234,0.0,255.0,215.41593590561226,85.33531309619414
81790,uint16,0.0,65535.0,26682.74344308036,0.0,255.0,252.36063058035714,24.842705659945842
13391,uint16,0.0,58042.0,34729.47666214924,0.0,255.0,246.24154974489795,45.930380543228026
48444,uint16,0.0,65535.0,32709.49147002551,0.0,255.0,251.10220025510205,30.503532905426702
53817,uint16,4114.0,63930.0,33196.283223054845,255.0,255.0,255.0,0.0
54285,uint16,0.0,65535.0,31431.12749123087,0.0,255.0,246.41970264668367,45.00115425150453
28877,uint16,0.0,65535.0,37384.14219945791,0.0,255.0,249.2431042729592,37.17971498592905
80255,uint16,0.0,65535.0,32961.9847138074,0.0,255.0,246.1663743622449,45.539937458842225
66794,uint16,0.0,63165.0,26191.09373007015,0.0,255.0,189.0443040497449,111.33557840804293
44761,uint16,0.0,65535.0,34394.14411272322,0.0,255.0,244.6452487244898,49.646020467706904
41600,uint16,0.0,65535.0,34498.254185267855,0.0,255.0,242.74874441964286,52.501765834631826
91572,uint16,0.0,65535.0,34814.943538743624,0.0,255.0,252.4129862882653,24.843391048834235
75326,uint16,0.0,65535.0,38373.36090959822,0.0,255.0,248.81104512117346,38.47909011725031
11384,uint16,0.0,57171.0,34007.617984693876,0.0,255.0,241.2301698022959,57.18935133631958
34535,uint16,0.0,65535.0,37048.8050263074,0.0,255.0,249.79037786989795,34.92071673318734
84758,uint16,0.0,65535.0,33701.66400271046,0.0,255.0,247.32491629464286,43.08680972440092
57956,uint16,5660.0,62965.0,38639.617924904334,255.0,255.0,255.0,0.0
15390,uint16,0.0,62544.0,32473.456154336734,0.0,255.0,241.33679448341837,56.77975132769037
4175,uint16,0.0,57939.0,32985.0302734375,0.0,255.0,246.13711734693877,45.31006384915267
72956,uint16,0.0,64672.0,28456.103675063776,0.0,255.0,250.94082828443877,31.626744741178122
3052,uint16,0.0,58834.0,28898.81401466837,0.0,255.0,221.0285196109694,86.3087472986407
52992,uint16,7460.0,63094.0,44259.16266741072,255.0,255.0,255.0,0.0
45240,uint16,0.0,57854.0,35064.41882573342,0.0,255.0,244.1809630102041,50.91125271703712
947,uint16,0.0,60604.0,33355.50884885204,0.0,255.0,254.80612244897958,6.653421358081084
22273,uint16,0.0,61080.0,33670.99746890944,0.0,255.0,250.42615991709184,33.36800558447453
89595,uint16,5678.0,63486.0,44621.80480707908,255.0,255.0,255.0,0.0
11264,uint16,0.0,65535.0,29847.18901466837,0.0,255.0,239.75552056760205,60.08345498980971
23984,uint16,0.0,63247.0,32685.817223373724,0.0,255.0,240.95011559311226,57.35500694772205
7566,uint16,0.0,65535.0,37206.51867426658,0.0,255.0,243.32934072066325,52.41956770040765
52846,uint16,0.0,65535.0,33584.15397799745,0.0,255.0,243.83541932397958,51.14398545617448
92965,uint16,0.0,65535.0,34048.55408960459,0.0,255.0,248.1129225127551,40.141516688168636
56130,uint16,0.0,65535.0,26482.65840242347,0.0,255.0,245.6847297512755,47.41536997501941
49751,uint16,0.0,65535.0,32920.46283083546,0.0,255.0,254.9949178890306,1.138381513088636
10297,uint16,0.0,61760.0,29038.43672273597,0.0,255.0,230.17867107780611,75.52713762280528
49614,uint16,0.0,65535.0,26878.591059470662,0.0,255.0,234.90037069515307,67.88268271617761
44899,uint16,0.0,59752.0,35136.972417091834,0.0,255.0,254.85949457908163,5.827378089249052
60722,uint16,0.0,65535.0,29967.657864317604,0.0,255.0,221.10642538265307,85.65126260158146
17276,uint16,0.0,61211.0,30104.211296237245,0.0,255.0,251.54223134566325,27.02759335587211
49239,uint16,0.0,65535.0,31077.073640784438,0.0,255.0,246.4746691645408,45.020559319159936
69797,uint16,0.0,63822.0,30932.725247130104,0.0,255.0,236.45095264668367,65.72460421197998
74345,uint16,0.0,65535.0,30554.73170440051,0.0,255.0,249.88819355867346,35.29015083294522
75127,uint16,0.0,58957.0,36262.83135363521,0.0,255.0,251.6152941645408,28.8455754637909
32701,uint16,0.0,65535.0,32372.566047512755,0.0,255.0,246.45388233418367,45.540121303661714
32091,uint16,0.0,57721.0,36471.27606823979,0.0,255.0,253.69738520408163,17.98374712270935
64245,uint16,0.0,65535.0,30265.789740114797,0.0,255.0,244.42885044642858,50.20192445505475
15933,uint16,0.0,60833.0,33242.03866390306,0.0,255.0,225.47108179209184,79.97972180512703
62354,uint16,0.0,65535.0,33811.5224210778,0.0,255.0,244.81999362244898,49.09838115473121
